panel_scope,k,method,metric,observed,random_mean,observed_minus_random_mean,delta_2.5_percentile,delta_97.5_percentile,one_sided_target_panel_p,random_panels
PKIS1,5,raw_vina_deim,held_out_mean_row_spearman,0.3773313492063492,0.3595843849206349,0.017746964285714276,-0.053325396825396824,0.1571272321428571,0.4177911044477761,2000
PKIS1,5,raw_vina_deim,held_out_top5_overlap,0.5027777777777779,0.4952008333333333,0.007576944444444546,-0.04166666666666663,0.08944444444444449,0.4672663668165917,2000
PKIS1,5,residual_vina_deim,full_target_r2,0.4666394266852339,0.43072048107229344,0.03591894561294046,-0.053747856309098174,0.1215350380604977,0.23088455772113944,2000
PKIS1,5,residual_vina_deim,full_mean_row_spearman,0.47706766917293236,0.49873838972431084,-0.021670720551378416,-0.10369935254803674,0.13524269005847953,0.7476261869065467,2000
PKIS1,5,residual_vina_deim,full_top5_overlap,0.4655555555555555,0.4882052777777778,-0.02264972222222228,-0.09168055555555556,0.0872222222222222,0.7581209395302348,2000
PKIS1,5,residual_vina_deim,held_out_target_r2,0.29353963006604067,0.24401795406572244,0.049521676000318225,-0.06336377141869697,0.1651073421757808,0.19640179910044978,2000
PKIS1,5,residual_vina_deim,held_out_mean_row_spearman,0.34300595238095233,0.3595843849206349,-0.016578432539682594,-0.08765079365079369,0.12280183531746024,0.7286356821589205,2000
PKIS1,5,residual_vina_deim,held_out_top5_overlap,0.47944444444444445,0.4952008333333333,-0.015756388888888882,-0.06500000000000006,0.06611111111111106,0.7661169415292354,2000
PKIS1,5,sequence_diverse,full_target_r2,0.37782872652420263,0.43072048107229344,-0.0528917545480908,-0.14255855647012944,0.03272433789946644,0.8755622188905547,2000
PKIS1,5,sequence_diverse,full_mean_row_spearman,0.4150626566416039,0.49873838972431084,-0.08367573308270687,-0.16570436507936517,0.07323767752715107,0.9030484757621189,2000
PKIS1,5,sequence_diverse,full_top5_overlap,0.41722222222222227,0.4882052777777778,-0.0709830555555555,-0.1400138888888888,0.03888888888888897,0.9045477261369316,2000
PKIS1,5,sequence_diverse,held_out_target_r2,0.1664231117776797,0.24401795406572244,-0.07759484228804274,-0.1904802897070579,0.03799082388741985,0.9250374812593704,2000
PKIS1,5,sequence_diverse,held_out_mean_row_spearman,0.28230158730158733,0.3595843849206349,-0.07728279761904759,-0.1483551587301587,0.06209747023809524,0.9095452273863068,2000
PKIS1,5,sequence_diverse,held_out_top5_overlap,0.4438888888888889,0.4952008333333333,-0.051311944444444445,-0.10055555555555562,0.030555555555555503,0.9145427286356822,2000
PKIS1,5,conservative_residual_vina_deim,full_target_r2,0.4666394266852339,0.43072048107229344,0.03591894561294046,-0.053747856309098174,0.1215350380604977,0.23088455772113944,2000
PKIS1,5,conservative_residual_vina_deim,full_mean_row_spearman,0.47706766917293236,0.49873838972431084,-0.021670720551378416,-0.10369935254803674,0.13524269005847953,0.7476261869065467,2000
PKIS1,5,conservative_residual_vina_deim,full_top5_overlap,0.4655555555555555,0.4882052777777778,-0.02264972222222228,-0.09168055555555556,0.0872222222222222,0.7581209395302348,2000
PKIS1,5,conservative_residual_vina_deim,held_out_target_r2,0.29353963006604067,0.24401795406572244,0.049521676000318225,-0.06336377141869697,0.1651073421757808,0.19640179910044978,2000
PKIS1,5,conservative_residual_vina_deim,held_out_mean_row_spearman,0.34300595238095233,0.3595843849206349,-0.016578432539682594,-0.08765079365079369,0.12280183531746024,0.7286356821589205,2000
