dataset,repetition,first_ligands,second_ligands,first_chemical_groups,second_chemical_groups,chemical_group_overlap,first_median_molecular_weight,second_median_molecular_weight,absolute_median_mw_difference,mw_ks_statistic,transformation,geometry_spearman,geometry_dissimilarity,sign_flip_fraction,top_positive_10pct_pair_jaccard,first_pr,second_pr,first_mean_signed_correlation,second_mean_signed_correlation,first_mean_absolute_correlation,second_mean_absolute_correlation
DOCKSTRING-58,22,7500,7500,5857,6048,0,385.4275000000001,384.6890000000002,0.7384999999999309,0.018,raw,0.997300889625415,0.0026991103745850342,0.003629764065335753,0.8444444444444444,2.223267229015642,2.2735035451875554,0.6210787646715037,0.6144191261491014,0.6277539109761124,0.6209072784887724
DOCKSTRING-58,22,7500,7500,5857,6048,0,385.4275000000001,384.6890000000002,0.7384999999999309,0.018,row_centered_residual,0.9931252198887469,0.006874780111253087,0.032667876588021776,0.8757062146892656,17.92951567665784,17.8488262662408,-0.00243996343606706,-0.0021166982813247965,0.15644116330165267,0.15710130827710223
DOCKSTRING-58,22,7500,7500,5857,6048,0,385.4275000000001,384.6890000000002,0.7384999999999309,0.018,group_heldout_descriptor_adjusted_residual,0.9849583091918773,0.015041690808122676,0.05263157894736842,0.8342541436464088,28.6586423573124,28.092258312315174,-0.012261981278366722,-0.012155822844924164,0.10666772522858266,0.10874344592590095
DOCKSTRING-58,23,7493,7507,5843,6062,0,386.2600000000001,384.411,1.8490000000001032,0.014081381155336473,raw,0.998167697170016,0.0018323028299840338,0.004234724742891712,0.8651685393258427,2.241401256352481,2.2557429459246308,0.6194569012116266,0.615857411965516,0.6255897716380631,0.6229750957826662
DOCKSTRING-58,23,7493,7507,5843,6062,0,386.2600000000001,384.411,1.8490000000001032,0.014081381155336473,row_centered_residual,0.9950604746626073,0.004939525337392725,0.024198427102238355,0.9190751445086706,17.958416229712746,17.84299346486386,-0.002269354867594048,-0.0022902755049211076,0.1563036075937736,0.15708774882139412
DOCKSTRING-58,23,7493,7507,5843,6062,0,386.2600000000001,384.411,1.8490000000001032,0.014081381155336473,group_heldout_descriptor_adjusted_residual,0.9887961769955343,0.011203823004465652,0.044162129461584994,0.8444444444444444,28.316982647504037,28.47430932912305,-0.012185787843608183,-0.012225277242694984,0.107805652712327,0.10735026371727567
DOCKSTRING-58,24,7499,7501,5990,5915,0,384.4800000000002,385.50800000000004,1.0279999999998495,0.011938506878906789,raw,0.997838070285555,0.0021619297144449545,0.004839685420447671,0.8651685393258427,2.2680524448298143,2.228562679887526,0.6138211761902772,0.6216450398024913,0.6208990900349863,0.6278065025400863
DOCKSTRING-58,24,7499,7501,5990,5915,0,384.4800000000002,385.50800000000004,1.0279999999998495,0.011938506878906789,row_centered_residual,0.9947634045038305,0.005236595496169505,0.029643073200241985,0.8863636363636364,17.864240847444908,17.935830235867495,-0.0023058214302249295,-0.0022534197942867063,0.15681109056888506,0.1566245127677617
DOCKSTRING-58,24,7499,7501,5990,5915,0,384.4800000000002,385.50800000000004,1.0279999999998495,0.011938506878906789,group_heldout_descriptor_adjusted_residual,0.9879316463494082,0.012068353650591779,0.04658197217180883,0.8547486033519553,28.514181251356423,28.27131840200072,-0.012255430418462589,-0.012156100330434676,0.10705567679406179,0.10824198227906305
DOCKSTRING-58,25,7501,7499,5898,6007,0,385.5110000000001,384.50100000000003,1.0100000000000477,0.012885226895737368,raw,0.997797620134703,0.0022023798652970328,0.008469449485783424,0.8547486033519553,2.186641190763162,2.3154985822171943,0.6294998843511639,0.6053490847915661,0.6353018760890243,0.61303664006798
DOCKSTRING-58,25,7501,7499,5898,6007,0,385.5110000000001,384.50100000000003,1.0100000000000477,0.012885226895737368,row_centered_residual,0.9948030948029162,0.005196905197083823,0.02661826981246219,0.8971428571428571,17.861495375462138,17.93516919641004,-0.002592665980261855,-0.001960515121208613,0.15695282095560795,0.1564767233662668
DOCKSTRING-58,25,7501,7499,5898,6007,0,385.5110000000001,384.50100000000003,1.0100000000000477,0.012885226895737368,group_heldout_descriptor_adjusted_residual,0.9869145263099232,0.013085473690076843,0.045372050816696916,0.8342541436464088,28.157374006934372,28.615658204121118,-0.01213128390053207,-0.012285608671575616,0.10827141776002364,0.10702592639340203
DOCKSTRING-58,26,7498,7502,5774,6131,0,385.90600000000006,384.4590000000002,1.446999999999889,0.01937927248919271,raw,0.9976389731818076,0.002361026818192391,0.0024198427102238356,0.8547486033519553,2.2575065224108894,2.238574023891633,0.6169414870754246,0.6185758515969122,0.6233296326281687,0.6253651504054508
